"","X","hospital_id","name","addr","city","region","country","phone","long","lat","trial_code"
"59",20,"05b81283","Hospital Comarcal De Vinaròs","Carretera Acces Cala Sant Francesc, 5, 17300","Vinaròs","Comunitat Valenciana","Spain","+34 90 139 93 19","-5.1874800","36.4082430","NCT04610528"
"60",20,"05b81283","Hospital Comarcal De Vinaròs","Carretera Acces Cala Sant Francesc, 5, 17300","Vinaròs","Comunitat Valenciana","Spain","+34 90 139 93 19","-5.1874800","36.4082430","NCT04746924"
"61",20,"05b81283","Hospital Comarcal De Vinaròs","Carretera Acces Cala Sant Francesc, 5, 17300","Vinaròs","Comunitat Valenciana","Spain","+34 90 139 93 19","-5.1874800","36.4082430","NCT04980222"
"62",21,"0616d64d","Hospital San Juan De Dios","Calle Medico Vior, S/N, 27880","Donostia-San Sebastián","País Vasco","Spain","+34 98 215 51 78","-3.6107500","40.5589990","NCT03260023"
"63",21,"0616d64d","Hospital San Juan De Dios","Calle Medico Vior, S/N, 27880","Donostia-San Sebastián","País Vasco","Spain","+34 98 215 51 78","-3.6107500","40.5589990","NCT04358458"
"64",21,"0616d64d","Hospital San Juan De Dios","Calle Medico Vior, S/N, 27880","Donostia-San Sebastián","País Vasco","Spain","+34 98 215 51 78","-3.6107500","40.5589990","NCT04208178"
"65",21,"0616d64d","Hospital San Juan De Dios","Calle Medico Vior, S/N, 27880","Donostia-San Sebastián","País Vasco","Spain","+34 98 215 51 78","-3.6107500","40.5589990","NCT04736706"
"66",21,"0616d64d","Hospital San Juan De Dios","Calle Medico Vior, S/N, 27880","Donostia-San Sebastián","País Vasco","Spain","+34 98 215 51 78","-3.6107500","40.5589990","NCT04624399"
"67",21,"0616d64d","Hospital San Juan De Dios","Calle Medico Vior, S/N, 27880","Donostia-San Sebastián","País Vasco","Spain","+34 98 215 51 78","-3.6107500","40.5589990","NCT04729608"
"68",22,"067a45a1","Hospital Valle De Guadalhorce De Cartama","Carretera De M-501 (De Alcorcon A Plasencia), KM.17,900, 28690","Málaga","Andalucía","Spain","+34 95 871 71 33","-4.3056420","40.2767830","NCT04483505"
"69",22,"067a45a1","Hospital Valle De Guadalhorce De Cartama","Carretera De M-501 (De Alcorcon A Plasencia), KM.17,900, 28690","Málaga","Andalucía","Spain","+34 95 871 71 33","-4.3056420","40.2767830","NCT04208178"
"70",22,"067a45a1","Hospital Valle De Guadalhorce De Cartama","Carretera De M-501 (De Alcorcon A Plasencia), KM.17,900, 28690","Málaga","Andalucía","Spain","+34 95 871 71 33","-4.3056420","40.2767830","NCT04423029"
"71",22,"067a45a1","Hospital Valle De Guadalhorce De Cartama","Carretera De M-501 (De Alcorcon A Plasencia), KM.17,900, 28690","Málaga","Andalucía","Spain","+34 95 871 71 33","-4.3056420","40.2767830","NCT05091567"
"72",22,"067a45a1","Hospital Valle De Guadalhorce De Cartama","Carretera De M-501 (De Alcorcon A Plasencia), KM.17,900, 28690","Málaga","Andalucía","Spain","+34 95 871 71 33","-4.3056420","40.2767830","NCT05198934"
"73",22,"067a45a1","Hospital Valle De Guadalhorce De Cartama","Carretera De M-501 (De Alcorcon A Plasencia), KM.17,900, 28690","Málaga","Andalucía","Spain","+34 95 871 71 33","-4.3056420","40.2767830","NCT05406401"
"74",23,"06dabdc8","Centro Médico El Carmen","Carretera Del Mami, Km. 1, S/N, 04120","Ourense","Galicia","Spain","+34 90 382 42 17","-1.1099020","38.6174560","NCT04919811"
"75",24,"06fbe734","Clínica Ponferrada","Calle Villarroel, 170, 08036","Ponferrada","Castilla y León","Spain","+34 92 515 39 26","-0.5020700","39.5648180","NCT03564691"
"76",24,"06fbe734","Clínica Ponferrada","Calle Villarroel, 170, 08036","Ponferrada","Castilla y León","Spain","+34 92 515 39 26","-0.5020700","39.5648180","NCT04824092"
"77",24,"06fbe734","Clínica Ponferrada","Calle Villarroel, 170, 08036","Ponferrada","Castilla y León","Spain","+34 92 515 39 26","-0.5020700","39.5648180","NCT03938792"
"78",24,"06fbe734","Clínica Ponferrada","Calle Villarroel, 170, 08036","Ponferrada","Castilla y León","Spain","+34 92 515 39 26","-0.5020700","39.5648180","NCT05155254"
"79",25,"070437ea","Hospital Santiago Apostol","Calle Senador Castillo Olivares, 15, 35003","Miranda de Ebro","Castilla y León","Spain","+34 90 347 19 27","2.1458050","41.3893170","NCT02576431"
"80",25,"070437ea","Hospital Santiago Apostol","Calle Senador Castillo Olivares, 15, 35003","Miranda de Ebro","Castilla y León","Spain","+34 90 347 19 27","2.1458050","41.3893170","NCT03656536"
"81",25,"070437ea","Hospital Santiago Apostol","Calle Senador Castillo Olivares, 15, 35003","Miranda de Ebro","Castilla y León","Spain","+34 90 347 19 27","2.1458050","41.3893170","NCT04117958"
"82",25,"070437ea","Hospital Santiago Apostol","Calle Senador Castillo Olivares, 15, 35003","Miranda de Ebro","Castilla y León","Spain","+34 90 347 19 27","2.1458050","41.3893170","NCT04720157"
"83",25,"070437ea","Hospital Santiago Apostol","Calle Senador Castillo Olivares, 15, 35003","Miranda de Ebro","Castilla y León","Spain","+34 90 347 19 27","2.1458050","41.3893170","NCT04857138"
"84",25,"070437ea","Hospital Santiago Apostol","Calle Senador Castillo Olivares, 15, 35003","Miranda de Ebro","Castilla y León","Spain","+34 90 347 19 27","2.1458050","41.3893170","NCT04733118"
"85",25,"070437ea","Hospital Santiago Apostol","Calle Senador Castillo Olivares, 15, 35003","Miranda de Ebro","Castilla y León","Spain","+34 90 347 19 27","2.1458050","41.3893170","NCT05063786"
"86",25,"070437ea","Hospital Santiago Apostol","Calle Senador Castillo Olivares, 15, 35003","Miranda de Ebro","Castilla y León","Spain","+34 90 347 19 27","2.1458050","41.3893170","NCT04170153"
"87",25,"070437ea","Hospital Santiago Apostol","Calle Senador Castillo Olivares, 15, 35003","Miranda de Ebro","Castilla y León","Spain","+34 90 347 19 27","2.1458050","41.3893170","NCT05217446"
"88",25,"070437ea","Hospital Santiago Apostol","Calle Senador Castillo Olivares, 15, 35003","Miranda de Ebro","Castilla y León","Spain","+34 90 347 19 27","2.1458050","41.3893170","NCT05558319"
"89",26,"07536efc","Hospital De La Malva-Rosa","Calle San Lazaro, S/N, 46017","València","Comunitat Valenciana","Spain","+34 95 885 24 48","-6.6996580","38.8904740","NCT02628067"
"90",26,"07536efc","Hospital De La Malva-Rosa","Calle San Lazaro, S/N, 46017","València","Comunitat Valenciana","Spain","+34 95 885 24 48","-6.6996580","38.8904740","NCT04253145"
"91",26,"07536efc","Hospital De La Malva-Rosa","Calle San Lazaro, S/N, 46017","València","Comunitat Valenciana","Spain","+34 95 885 24 48","-6.6996580","38.8904740","NCT04924075"
"92",27,"07bac343","Hospital General De Segovia - Complejo Asistencial De Segovia","Calle Ercilla, 10, 48009","Segovia","Castilla y León","Spain","+34 97 833 73 93","-0.4171290","42.1413690","NCT04895358"
"93",27,"07bac343","Hospital General De Segovia - Complejo Asistencial De Segovia","Calle Ercilla, 10, 48009","Segovia","Castilla y León","Spain","+34 97 833 73 93","-0.4171290","42.1413690","NCT04895709"
"94",27,"07bac343","Hospital General De Segovia - Complejo Asistencial De Segovia","Calle Ercilla, 10, 48009","Segovia","Castilla y León","Spain","+34 97 833 73 93","-0.4171290","42.1413690","NCT04868877"
"95",28,"07c57703","Hospital Fátima","Calle Venda Des Brolls, S/N, 07860","Sevilla","Andalucía","Spain","+34 95 659 53 45","-4.0808810","37.5868790","NCT04253145"
"96",28,"07c57703","Hospital Fátima","Calle Venda Des Brolls, S/N, 07860","Sevilla","Andalucía","Spain","+34 95 659 53 45","-4.0808810","37.5868790","NCT03787602"
"97",28,"07c57703","Hospital Fátima","Calle Venda Des Brolls, S/N, 07860","Sevilla","Andalucía","Spain","+34 95 659 53 45","-4.0808810","37.5868790","NCT04459715"
"98",28,"07c57703","Hospital Fátima","Calle Venda Des Brolls, S/N, 07860","Sevilla","Andalucía","Spain","+34 95 659 53 45","-4.0808810","37.5868790","NCT04657991"
"99",28,"07c57703","Hospital Fátima","Calle Venda Des Brolls, S/N, 07860","Sevilla","Andalucía","Spain","+34 95 659 53 45","-4.0808810","37.5868790","NCT04811027"
"100",28,"07c57703","Hospital Fátima","Calle Venda Des Brolls, S/N, 07860","Sevilla","Andalucía","Spain","+34 95 659 53 45","-4.0808810","37.5868790","NCT05340413"
"101",29,"07df644c","Hospital Obispo Polanco","Carretera De Meco, S/N, 28805","Teruel","Aragón","Spain","+34 94 680 69 33","-3.7245290","40.4685600","NCT04116658"
"102",29,"07df644c","Hospital Obispo Polanco","Carretera De Meco, S/N, 28805","Teruel","Aragón","Spain","+34 94 680 69 33","-3.7245290","40.4685600","NCT04898634"
"103",29,"07df644c","Hospital Obispo Polanco","Carretera De Meco, S/N, 28805","Teruel","Aragón","Spain","+34 94 680 69 33","-3.7245290","40.4685600","NCT04915755"
"104",30,"08798d58","Hospital Universitario De Cáceres","Camino Viejo De La Fuensanta, 2, 23660","Cáceres","Extremadura","Spain","+34 98 684 58 64","2.8245100","41.9776150","NCT03816163"
"105",31,"088ded43","Sarquavitae Bonanova","Calle Fidel Recio, 1, 47002","Barcelona","Cataluña","Spain","+34 96 123 22 27","-0.4809940","38.3452110","NCT04494425"
"106",31,"088ded43","Sarquavitae Bonanova","Calle Fidel Recio, 1, 47002","Barcelona","Cataluña","Spain","+34 96 123 22 27","-0.4809940","38.3452110","NCT04512430"
"107",31,"088ded43","Sarquavitae Bonanova","Calle Fidel Recio, 1, 47002","Barcelona","Cataluña","Spain","+34 96 123 22 27","-0.4809940","38.3452110","NCT04802876"
"108",32,"089d41ad","Santo Y Real Hospital De Caridad","Calle Joaquin Beunza, 45 , 31014","Cartagena","Murcia","Spain","+34 96 271 55 43","-13.6525960","28.9532320","NCT03526835"
"109",32,"089d41ad","Santo Y Real Hospital De Caridad","Calle Joaquin Beunza, 45 , 31014","Cartagena","Murcia","Spain","+34 96 271 55 43","-13.6525960","28.9532320","NCT04961996"
"110",32,"089d41ad","Santo Y Real Hospital De Caridad","Calle Joaquin Beunza, 45 , 31014","Cartagena","Murcia","Spain","+34 96 271 55 43","-13.6525960","28.9532320","NCT04844866"
"111",32,"089d41ad","Santo Y Real Hospital De Caridad","Calle Joaquin Beunza, 45 , 31014","Cartagena","Murcia","Spain","+34 96 271 55 43","-13.6525960","28.9532320","NCT05253807"
"112",33,"08c2e197","Hospital San Juan De Dios Del Aljarafe","Lugar Jubias De Arriba, 82, 15006","Bormujos","Andalucía","Spain",NA,"-5.8556780","43.3713340","NCT03833167"
"113",33,"08c2e197","Hospital San Juan De Dios Del Aljarafe","Lugar Jubias De Arriba, 82, 15006","Bormujos","Andalucía","Spain",NA,"-5.8556780","43.3713340","NCT04147234"
"114",33,"08c2e197","Hospital San Juan De Dios Del Aljarafe","Lugar Jubias De Arriba, 82, 15006","Bormujos","Andalucía","Spain",NA,"-5.8556780","43.3713340","NCT04595565"
"115",33,"08c2e197","Hospital San Juan De Dios Del Aljarafe","Lugar Jubias De Arriba, 82, 15006","Bormujos","Andalucía","Spain",NA,"-5.8556780","43.3713340","NCT05186974"
"116",34,"08c60077","Vithas Hospital Santa Cruz","Calle Verntallat, 11-19, 08024","Santa Cruz de Tenerife","Canarias","Spain","+34 98 400 87 63","-3.6401060","40.4401350","NCT02448420"
"117",34,"08c60077","Vithas Hospital Santa Cruz","Calle Verntallat, 11-19, 08024","Santa Cruz de Tenerife","Canarias","Spain","+34 98 400 87 63","-3.6401060","40.4401350","NCT03175224"
"118",34,"08c60077","Vithas Hospital Santa Cruz","Calle Verntallat, 11-19, 08024","Santa Cruz de Tenerife","Canarias","Spain","+34 98 400 87 63","-3.6401060","40.4401350","NCT04465487"
"119",34,"08c60077","Vithas Hospital Santa Cruz","Calle Verntallat, 11-19, 08024","Santa Cruz de Tenerife","Canarias","Spain","+34 98 400 87 63","-3.6401060","40.4401350","NCT04915755"
"120",34,"08c60077","Vithas Hospital Santa Cruz","Calle Verntallat, 11-19, 08024","Santa Cruz de Tenerife","Canarias","Spain","+34 98 400 87 63","-3.6401060","40.4401350","NCT04657991"
"121",34,"08c60077","Vithas Hospital Santa Cruz","Calle Verntallat, 11-19, 08024","Santa Cruz de Tenerife","Canarias","Spain","+34 98 400 87 63","-3.6401060","40.4401350","NCT04811027"
"122",34,"08c60077","Vithas Hospital Santa Cruz","Calle Verntallat, 11-19, 08024","Santa Cruz de Tenerife","Canarias","Spain","+34 98 400 87 63","-3.6401060","40.4401350","NCT05173987"
"123",35,"08eb075d","Hospital HM Rosaleda - Hm La Esperanza","Calle Torras  I  Pujalt, 1, 08022","Santiago de Compostela","Galicia","Spain","+34 96 533 31 56","2.1488540","41.4002290","NCT02448420"
"124",35,"08eb075d","Hospital HM Rosaleda - Hm La Esperanza","Calle Torras  I  Pujalt, 1, 08022","Santiago de Compostela","Galicia","Spain","+34 96 533 31 56","2.1488540","41.4002290","NCT04253145"
"125",35,"08eb075d","Hospital HM Rosaleda - Hm La Esperanza","Calle Torras  I  Pujalt, 1, 08022","Santiago de Compostela","Galicia","Spain","+34 96 533 31 56","2.1488540","41.4002290","NCT04525638"
"126",35,"08eb075d","Hospital HM Rosaleda - Hm La Esperanza","Calle Torras  I  Pujalt, 1, 08022","Santiago de Compostela","Galicia","Spain","+34 96 533 31 56","2.1488540","41.4002290","NCT04208178"
"127",35,"08eb075d","Hospital HM Rosaleda - Hm La Esperanza","Calle Torras  I  Pujalt, 1, 08022","Santiago de Compostela","Galicia","Spain","+34 96 533 31 56","2.1488540","41.4002290","NCT04729608"
"128",35,"08eb075d","Hospital HM Rosaleda - Hm La Esperanza","Calle Torras  I  Pujalt, 1, 08022","Santiago de Compostela","Galicia","Spain","+34 96 533 31 56","2.1488540","41.4002290","NCT04811027"
"129",35,"08eb075d","Hospital HM Rosaleda - Hm La Esperanza","Calle Torras  I  Pujalt, 1, 08022","Santiago de Compostela","Galicia","Spain","+34 96 533 31 56","2.1488540","41.4002290","NCT05077709"
"130",35,"08eb075d","Hospital HM Rosaleda - Hm La Esperanza","Calle Torras  I  Pujalt, 1, 08022","Santiago de Compostela","Galicia","Spain","+34 96 533 31 56","2.1488540","41.4002290","NCT04934670"
"131",36,"0915a01c","Centro Médico Pintado","Calle Alisos, 19, 13002","Vigo","Galicia","Spain","+34 98 223 63 16","2.1271640","41.4025600","NCT04486378"
"132",36,"0915a01c","Centro Médico Pintado","Calle Alisos, 19, 13002","Vigo","Galicia","Spain","+34 98 223 63 16","2.1271640","41.4025600","NCT05091346"
"133",38,"09aa2c72","Hospital Alto Deba - Organizacion Sanitaria Integrada Alto Deba","Avenida Alcalde  Rovira  Roure, 80, 25198","Arrasate/Mondragón","País Vasco","Spain",NA,"-5.6064990","43.5235690","NCT04647487"
"134",38,"09aa2c72","Hospital Alto Deba - Organizacion Sanitaria Integrada Alto Deba","Avenida Alcalde  Rovira  Roure, 80, 25198","Arrasate/Mondragón","País Vasco","Spain",NA,"-5.6064990","43.5235690","NCT03576417"
"135",38,"09aa2c72","Hospital Alto Deba - Organizacion Sanitaria Integrada Alto Deba","Avenida Alcalde  Rovira  Roure, 80, 25198","Arrasate/Mondragón","País Vasco","Spain",NA,"-5.6064990","43.5235690","NCT05323656"
"136",38,"09aa2c72","Hospital Alto Deba - Organizacion Sanitaria Integrada Alto Deba","Avenida Alcalde  Rovira  Roure, 80, 25198","Arrasate/Mondragón","País Vasco","Spain",NA,"-5.6064990","43.5235690","NCT05099172"
"137",39,"09c5dc73","Centre D'Hospitalitzacio I Hospital De Dia Trastorns De La Conducta","Carretera Canyet, S/N, 08916","Argentona","Cataluña","Spain",NA,"2.0137910","41.3114420","NCT03924895"
"138",39,"09c5dc73","Centre D'Hospitalitzacio I Hospital De Dia Trastorns De La Conducta","Carretera Canyet, S/N, 08916","Argentona","Cataluña","Spain",NA,"2.0137910","41.3114420","NCT05002270"
"139",39,"09c5dc73","Centre D'Hospitalitzacio I Hospital De Dia Trastorns De La Conducta","Carretera Canyet, S/N, 08916","Argentona","Cataluña","Spain",NA,"2.0137910","41.3114420","NCT04170283"
"140",40,"0a6ef5f1","Hospital Clinica Benidorm","Carrer de Wellington, 30, 08005","Benidorm","Comunitat Valenciana","Spain","+34 90 213 12 23","-0.5300610","38.4049570","NCT03820830"
"141",40,"0a6ef5f1","Hospital Clinica Benidorm","Carrer de Wellington, 30, 08005","Benidorm","Comunitat Valenciana","Spain","+34 90 213 12 23","-0.5300610","38.4049570","NCT03917381"
"142",40,"0a6ef5f1","Hospital Clinica Benidorm","Carrer de Wellington, 30, 08005","Benidorm","Comunitat Valenciana","Spain","+34 90 213 12 23","-0.5300610","38.4049570","NCT04784715"
